,train,val,test
C3L-00004-26,True,False,False
C3L-00010-26,True,False,False
C3L-00026-21,True,False,False
C3L-00079-26,True,False,False
C3L-00096-26,True,False,False
C3L-00103-26,True,False,False
C3L-00369-22,True,False,False
C3L-00418-21,True,False,False
C3L-00447-22,True,False,False
C3L-00448-26,True,False,False
C3L-00561-26,True,False,False
C3L-00581-22,True,False,False
C3L-00606-22,True,False,False
C3L-00607-22,True,False,False
C3L-00789-21,True,False,False
C3L-00791-21,True,False,False
C3L-00796-21,True,False,False
C3L-00800-22,True,False,False
C3L-00813-21,True,False,False
C3L-00814-21,True,False,False
C3L-00908-26,True,False,False
C3L-00917-21,True,False,False
C3L-00966-22,True,False,False
C3L-00968-26,True,False,False
C3L-00969-27,True,False,False
C3L-00970-22,True,False,False
C3L-00976-23,True,False,False
C3L-01033-23,True,False,False
C3L-01034-23,True,False,False
C3L-01106-26,True,False,False
C3L-01281-23,True,False,False
C3L-01283-21,True,False,False
C3L-01286-21,True,False,False
C3L-01287-23,True,False,False
C3L-01288-23,True,False,False
C3L-01313-23,True,False,False
C3L-01464-22,True,False,False
C3L-01465-21,True,False,False
C3L-01603-23,True,False,False
C3L-01607-21,True,False,False
C3L-01665-23,True,False,False
C3L-01676-22,True,False,False
C3L-01681-27,True,False,False
C3L-01836-26,True,False,False
C3L-01869-23,True,False,False
C3L-01882-21,True,False,False
C3L-01951-21,True,False,False
C3L-01976-23,True,False,False
C3L-02201-21,True,False,False
C3L-02202-21,True,False,False
C3L-02220-23,True,False,False
C3L-02346-26,True,False,False
C3L-02544-26,True,False,False
C3L-02551-22,True,False,False
C3L-02553-21,True,False,False
C3L-02841-21,True,False,False
C3L-02842-22,True,False,False
C3N-00149-27,True,False,False
C3N-00150-22,True,False,False
C3N-00154-21,True,False,False
C3N-00168-24,True,False,False
C3N-00194-27,True,False,False
C3N-00242-26,True,False,False
C3N-00244-26,True,False,False
C3N-00246-26,True,False,False
C3N-00305-21,True,False,False
C3N-00310-22,True,False,False
C3N-00312-21,True,False,False
C3N-00313-23,True,False,False
C3N-00314-24,True,False,False
C3N-00315-23,True,False,False
C3N-00320-21,True,False,False
C3N-00380-25,True,False,False
C3N-00435-24,True,False,False
C3N-00491-24,True,False,False
C3N-00492-21,True,False,False
C3N-00494-24,True,False,False
C3N-00495-21,True,False,False
C3N-00646-21,True,False,False
C3N-00647-26,True,False,False
C3N-00715-21,True,False,False
C3N-00721-26,True,False,False
C3N-00733-23,True,False,False
C3N-00831-25,True,False,False
C3N-00832-21,True,False,False
C3N-00834-25,True,False,False
C3N-00953-21,True,False,False
C3N-01077-27,True,False,False
C3N-01078-21,True,False,False
C3N-01080-22,True,False,False
C3N-01081-21,True,False,False
C3N-01082-21,True,False,False
C3N-01083-23,True,False,False
C3N-01085-24,True,False,False
C3N-01086-26,True,False,False
C3N-01088-26,True,False,False
C3N-01090-21,True,False,False
C3N-01091-27,True,False,False
C3N-01175-21,True,False,False
C3N-01176-21,True,False,False
C3N-01178-25,True,False,False
C3N-01179-21,True,False,False
C3N-01213-21,True,False,False
C3N-01214-22,True,False,False
C3N-01220-26,True,False,False
C3N-01261-21,True,False,False
C3N-01361-21,True,False,False
C3N-01522-22,True,False,False
C3N-01524-23,True,False,False
C3N-01536-22,True,False,False
C3N-01646-22,True,False,False
C3N-01648-28,True,False,False
C3N-01649-30,True,False,False
C3N-01651-30,True,False,False
C3N-01654-29,True,False,False
C3N-01656-21,True,False,False
C3N-01657-23,True,False,False
C3N-01806-27,True,False,False
C3N-01808-27,True,False,False
C3N-01828-23,True,False,False
C3N-01905-21,True,False,False
C3N-02224-27,True,False,False
C3N-02248-22,True,False,False
C3N-02262-22,True,False,False
C3N-02263-21,True,False,False
C3N-02264-22,True,False,False
C3N-02266-21,True,False,False
C3N-02332-22,True,False,False
C3N-02429-23,True,False,False
C3N-02431-22,True,False,False
C3N-02577-21,True,False,False
C3N-02723-26,True,False,False
C3N-02763-23,True,False,False
C3N-02811-23,True,False,False
C3N-03019-22,True,False,False
C3N-03020-22,True,False,False
TCGA-A3-3306-01A-01-TS1,True,False,False
TCGA-A3-3311-01A-01-BS1,True,False,False
TCGA-A3-3313-01A-01-TS1,True,False,False
TCGA-A3-3316-11A-01-BS1,True,False,False
TCGA-A3-3317-01A-02-BS2,True,False,False
TCGA-A3-3320-01A-01-BS1,True,False,False
TCGA-A3-3322-11A-01-TS1,True,False,False
TCGA-A3-3323-01A-01-BS1,True,False,False
TCGA-A3-3324-01A-01-BS1,True,False,False
TCGA-A3-3326-01A-01-BS1,True,False,False
TCGA-A3-3331-01A-01-TS1,True,False,False
TCGA-A3-3346-11A-01-TS1,True,False,False
TCGA-A3-3347-01A-02-BS2,True,False,False
TCGA-A3-3349-01Z-00-DX1,True,False,False
TCGA-A3-3351-01A-01-TS1,True,False,False
TCGA-A3-3362-01A-02-BS2,True,False,False
TCGA-A3-3365-01Z-00-DX2,True,False,False
TCGA-A3-3367-11A-01-TS1,True,False,False
TCGA-A3-3370-01A-01-BS1,True,False,False
TCGA-A3-3374-01A-01-TS1,True,False,False
TCGA-A3-3376-01Z-00-DX1,True,False,False
TCGA-A3-3378-01A-01-BS1,True,False,False
TCGA-A3-3380-01A-01-TS1,True,False,False
TCGA-A3-3382-01A-02-BS2,True,False,False
TCGA-A3-3383-01Z-00-DX1,True,False,False
TCGA-A3-3385-11A-01-TS1,True,False,False
TCGA-A3-3387-11A-01-TS1,True,False,False
TCGA-AK-3426-01A-01-TS1,True,False,False
TCGA-AK-3427-01A-01-TS1,True,False,False
TCGA-AK-3428-01A-01-BS1,True,False,False
TCGA-AK-3429-01A-01-BS1,True,False,False
TCGA-AK-3430-01Z-00-DX1,True,False,False
TCGA-AK-3431-01A-02-BS2,True,False,False
TCGA-AK-3433-01A-02-BS2,True,False,False
TCGA-AK-3434-01A-02-BS2,True,False,False
TCGA-AK-3436-01A-01-BS1,True,False,False
TCGA-AK-3440-01A-02-BS2,True,False,False
TCGA-AK-3443-01Z-00-DX1,True,False,False
TCGA-AK-3447-01A-01-TS1,True,False,False
TCGA-AK-3451-01Z-00-DX1,True,False,False
TCGA-AK-3453-01A-01-BS1,True,False,False
TCGA-AK-3458-01Z-00-DX1,True,False,False
TCGA-AK-3460-01A-01-BS1,True,False,False
TCGA-AK-3461-01A-02-BS2,True,False,False
TCGA-AK-3465-01Z-00-DX1,True,False,False
TCGA-B0-4688-11A-01-BS1,True,False,False
TCGA-B0-4690-01A-01-BS1,True,False,False
TCGA-B0-4691-11A-01-TS1,True,False,False
TCGA-B0-4693-01A-01-TS1,True,False,False
TCGA-B0-4694-01Z-00-DX1,True,False,False
TCGA-B0-4696-11A-01-BS1,True,False,False
TCGA-B0-4697-01A-01-BS1,True,False,False
TCGA-B0-4699-01Z-00-DX1,True,False,False
TCGA-B0-4700-01Z-00-DX1,True,False,False
TCGA-B0-4701-11A-01-BS1,True,False,False
TCGA-B0-4703-01A-01-TS1,True,False,False
TCGA-B0-4707-01A-01-TS1,True,False,False
TCGA-B0-4713-01Z-00-DX1,True,False,False
TCGA-B0-4810-01Z-00-DX1,True,False,False
TCGA-B0-4814-11A-01-TS1,True,False,False
TCGA-B0-4815-11A-01-BS1,True,False,False
TCGA-B0-4816-01A-01-BS1,True,False,False
TCGA-B0-4817-01A-01-TS1,True,False,False
TCGA-B0-4818-11A-01-TS1,True,False,False
TCGA-B0-4821-11A-01-BS1,True,False,False
TCGA-B0-4823-01Z-00-DX1,True,False,False
TCGA-B0-4828-11A-01-BS1,True,False,False
TCGA-B0-4833-01Z-00-DX1,True,False,False
TCGA-B0-4834-01Z-00-DX1,True,False,False
TCGA-B0-4837-01Z-00-DX1,True,False,False
TCGA-B0-4838-11A-01-TS1,True,False,False
TCGA-B0-4839-01A-01-BS1,True,False,False
TCGA-B0-4841-11A-01-TS1,True,False,False
TCGA-B0-4842-01Z-00-DX1,True,False,False
TCGA-B0-4843-01Z-00-DX1,True,False,False
TCGA-B0-4844-01Z-00-DX1,True,False,False
TCGA-B0-4847-11A-01-BS1,True,False,False
TCGA-B0-4848-11A-01-BS1,True,False,False
TCGA-B0-4849-11A-01-BS1,True,False,False
TCGA-B0-4852-11A-01-TS1,True,False,False
TCGA-B0-5077-01A-01-BS1,True,False,False
TCGA-B0-5080-01Z-00-DX1,True,False,False
TCGA-B0-5081-01A-01-BS1,True,False,False
TCGA-B0-5083-01A-02-BS2,True,False,False
TCGA-B0-5084-01A-01-BS1,True,False,False
TCGA-B0-5085-01A-01-BS1,True,False,False
TCGA-B0-5094-01A-01-TS1,True,False,False
TCGA-B0-5098-01A-01-BS1,True,False,False
TCGA-B0-5100-11A-01-TS1,True,False,False
TCGA-B0-5104-01A-01-TS1,True,False,False
TCGA-B0-5106-11A-01-TS1,True,False,False
TCGA-B0-5107-01A-01-BS1,True,False,False
TCGA-B0-5109-01A-02-BS2,True,False,False
TCGA-B0-5110-01Z-00-DX1,True,False,False
TCGA-B0-5400-01Z-00-DX1,True,False,False
TCGA-B0-5690-01A-01-BS1,True,False,False
TCGA-B0-5692-01Z-00-DX1,True,False,False
TCGA-B0-5696-01Z-00-DX1,True,False,False
TCGA-B0-5700-01A-01-TS1,True,False,False
TCGA-B0-5701-01A-01-BS1,True,False,False
TCGA-B0-5702-11A-01-TS1,True,False,False
TCGA-B0-5705-11A-01-TS1,True,False,False
TCGA-B0-5706-11A-01-TS1,True,False,False
TCGA-B0-5707-01A-01-TS1,True,False,False
TCGA-B0-5709-01A-01-BS1,True,False,False
TCGA-B0-5710-01A-01-TS1,True,False,False
TCGA-B0-5711-01Z-00-DX1,True,False,False
TCGA-B0-5712-01Z-00-DX1,True,False,False
TCGA-B2-4098-11A-01-BS1,True,False,False
TCGA-B8-4146-01B-01-TS1,True,False,False
TCGA-B8-4148-01A-02-BS2,True,False,False
TCGA-B8-A54D-01A-02-TS2,True,False,False
TCGA-B8-A54E-01A-01-TS1,True,False,False
TCGA-BP-4161-01A-01-BS1,True,False,False
TCGA-BP-4162-01Z-00-DX1,True,False,False
TCGA-BP-4163-01A-01-TS1,True,False,False
TCGA-BP-4165-11A-01-BS1,True,False,False
TCGA-BP-4167-01A-01-TS1,True,False,False
TCGA-BP-4170-01A-02-BS2,True,False,False
TCGA-BP-4173-11A-01-BS1,True,False,False
TCGA-BP-4176-01Z-00-DX1,True,False,False
TCGA-BP-4177-11A-01-BS1,True,False,False
TCGA-BP-4325-11A-01-TS1,True,False,False
TCGA-BP-4326-01A-01-BS1,True,False,False
TCGA-BP-4329-01Z-00-DX1,True,False,False
TCGA-BP-4330-01Z-00-DX1,True,False,False
TCGA-BP-4334-11A-01-BS1,True,False,False
TCGA-BP-4337-01A-01-BS1,True,False,False
TCGA-BP-4341-01Z-00-DX1,True,False,False
TCGA-BP-4345-01A-01-BS1,True,False,False
TCGA-BP-4346-11A-01-TS1,True,False,False
TCGA-BP-4347-11A-01-BS1,True,False,False
TCGA-BP-4349-11A-01-TS1,True,False,False
TCGA-BP-4351-11A-01-BS1,True,False,False
TCGA-BP-4352-01A-01-BS1,True,False,False
TCGA-BP-4354-11A-01-TS1,True,False,False
TCGA-BP-4355-01Z-00-DX1,True,False,False
TCGA-BP-4756-11A-01-TS1,True,False,False
TCGA-BP-4758-11A-01-TS1,True,False,False
TCGA-BP-4759-01A-01-TS1,True,False,False
TCGA-BP-4763-01A-01-BS1,True,False,False
TCGA-BP-4765-01A-01-TS1,True,False,False
TCGA-BP-4769-01A-01-BS1,True,False,False
TCGA-BP-4770-01Z-00-DX1,True,False,False
TCGA-BP-4771-01A-01-BS1,True,False,False
TCGA-BP-4774-01A-01-TS1,True,False,False
TCGA-BP-4776-01A-01-BS1,True,False,False
TCGA-BP-4777-01A-01-BS1,True,False,False
TCGA-BP-4781-11A-01-TS1,True,False,False
TCGA-BP-4784-11A-01-TS1,True,False,False
TCGA-BP-4787-01A-01-BS1,True,False,False
TCGA-BP-4789-11A-01-TS1,True,False,False
TCGA-BP-4790-01A-01-BS1,True,False,False
TCGA-BP-4797-11A-01-TS1,True,False,False
TCGA-BP-4798-01A-01-BS1,True,False,False
TCGA-BP-4801-11A-01-TS1,True,False,False
TCGA-BP-4804-11A-01-TS1,True,False,False
TCGA-BP-4959-01A-01-BS1,True,False,False
TCGA-BP-4960-01A-01-BS1,True,False,False
TCGA-BP-4961-11A-01-TS1,True,False,False
TCGA-BP-4962-01A-01-BS1,True,False,False
TCGA-BP-4964-01A-01-BS1,True,False,False
TCGA-BP-4969-01A-01-TS1,True,False,False
TCGA-BP-4970-01A-01-BS1,True,False,False
TCGA-BP-4971-11A-01-TS1,True,False,False
TCGA-BP-4973-01A-01-TS1,True,False,False
TCGA-BP-4975-01Z-00-DX1,True,False,False
TCGA-BP-4977-01A-01-TS1,True,False,False
TCGA-BP-4982-01A-01-BS1,True,False,False
TCGA-BP-4983-01Z-00-DX1,True,False,False
TCGA-BP-4985-01A-01-TS1,True,False,False
TCGA-BP-4987-01A-01-TS1,True,False,False
TCGA-BP-4991-01A-01-TS1,True,False,False
TCGA-BP-4998-01A-01-TS1,True,False,False
TCGA-BP-5000-01Z-00-DX1,True,False,False
TCGA-BP-5004-01A-01-BS1,True,False,False
TCGA-BP-5007-01A-01-BS1,True,False,False
TCGA-BP-5008-01Z-00-DX1,True,False,False
TCGA-BP-5010-11A-01-TS1,True,False,False
TCGA-BP-5170-01A-01-TS1,True,False,False
TCGA-BP-5173-01A-01-TS1,True,False,False
TCGA-BP-5175-11A-01-TS1,True,False,False
TCGA-BP-5176-01A-01-BS1,True,False,False
TCGA-BP-5180-01Z-00-DX1,True,False,False
TCGA-BP-5182-01A-01-TS1,True,False,False
TCGA-BP-5183-11A-01-TS1,True,False,False
TCGA-BP-5184-01Z-00-DX1,True,False,False
TCGA-BP-5185-01A-01-TS1,True,False,False
TCGA-BP-5186-01Z-00-DX1,True,False,False
TCGA-BP-5187-01Z-00-DX1,True,False,False
TCGA-BP-5190-11A-01-TS1,True,False,False
TCGA-BP-5194-01A-02-BS2,True,False,False
TCGA-BP-5195-11A-01-TS1,True,False,False
TCGA-BP-5196-11A-01-TS1,True,False,False
TCGA-BP-5200-01A-01-BS1,True,False,False
TCGA-CJ-4634-01A-01-BS1,True,False,False
TCGA-CJ-4637-01A-01-BS1,True,False,False
TCGA-CJ-4638-01A-01-BS1,True,False,False
TCGA-CJ-4640-01Z-00-DX1,True,False,False
TCGA-CJ-4641-11A-01-TS1,True,False,False
TCGA-CJ-4642-01Z-00-DX1,True,False,False
TCGA-CJ-4644-01A-01-TS1,True,False,False
TCGA-CJ-4869-11A-01-TS1,True,False,False
TCGA-CJ-4870-01A-01-BS1,True,False,False
TCGA-CJ-4871-01A-01-TS1,True,False,False
TCGA-CJ-4872-01A-01-BS1,True,False,False
TCGA-CJ-4873-01A-01-TS1,True,False,False
TCGA-CJ-4874-01A-01-BS1,True,False,False
TCGA-CJ-4876-11A-01-TS1,True,False,False
TCGA-CJ-4878-01Z-00-DX1,True,False,False
TCGA-CJ-4881-11A-01-TS1,True,False,False
TCGA-CJ-4882-01Z-00-DX1,True,False,False
TCGA-CJ-4884-01A-01-BS1,True,False,False
TCGA-CJ-4885-01A-01-BS1,True,False,False
TCGA-CJ-4886-01A-01-TS1,True,False,False
TCGA-CJ-4887-01A-01-BS1,True,False,False
TCGA-CJ-4889-01A-01-BS1,True,False,False
TCGA-CJ-4890-01Z-00-DX1,True,False,False
TCGA-CJ-4892-01A-01-BS1,True,False,False
TCGA-CJ-4895-01Z-00-DX1,True,False,False
TCGA-CJ-4900-11A-01-TS1,True,False,False
TCGA-CJ-4901-01A-01-BS1,True,False,False
TCGA-CJ-4902-11A-01-TS1,True,False,False
TCGA-CJ-4905-01Z-00-DX1,True,False,False
TCGA-CJ-4907-01A-01-BS1,True,False,False
TCGA-CJ-4916-01A-01-BS1,True,False,False
TCGA-CJ-4918-01Z-00-DX1,True,False,False
TCGA-CJ-4920-01A-01-BS1,True,False,False
TCGA-CJ-4923-01A-01-TS1,True,False,False
TCGA-CJ-5671-01A-01-TS1,True,False,False
TCGA-CJ-5672-01Z-00-DX1,True,False,False
TCGA-CJ-5675-01A-01-TS1,True,False,False
TCGA-CJ-5676-01Z-00-DX1,True,False,False
TCGA-CJ-5677-01A-01-BS1,True,False,False
TCGA-CJ-5681-01Z-00-DX1,True,False,False
TCGA-CJ-5682-11A-01-TS1,True,False,False
TCGA-CJ-5683-01A-01-BS1,True,False,False
TCGA-CJ-5684-01A-01-BS1,True,False,False
TCGA-CJ-6028-01Z-00-DX1,True,False,False
TCGA-CJ-6032-01A-01-BS1,True,False,False
TCGA-CJ-6033-11A-01-TS1,True,False,False
TCGA-CW-5580-01A-01-TS1,True,False,False
TCGA-CW-5581-01A-01-BS1,True,False,False
TCGA-CW-5583-01A-01-BS1,True,False,False
TCGA-CW-5584-11A-01-TS1,True,False,False
TCGA-CW-5585-01A-01-TS1,True,False,False
TCGA-CW-5587-01A-01-BS1,True,False,False
TCGA-CW-5588-01A-01-TS1,True,False,False
TCGA-CW-5590-01A-01-TS1,True,False,False
TCGA-CW-5591-01A-01-BS1,True,False,False
TCGA-CW-6087-01A-01-BS1,True,False,False
TCGA-CW-6088-11A-01-TS1,True,False,False
TCGA-CW-6090-01A-01-TS1,True,False,False
TCGA-CW-6096-11A-01-TS1,True,False,False
TCGA-CW-6097-01A-01-TS1,True,False,False
TCGA-CZ-4853-11A-01-TS1,True,False,False
TCGA-CZ-4857-01A-01-TS1,True,False,False
TCGA-CZ-4858-11A-01-TS1,True,False,False
TCGA-CZ-4860-01Z-00-DX1,True,False,False
TCGA-CZ-4861-01A-01-TS1,True,False,False
TCGA-CZ-4863-11A-01-BS1,True,False,False
TCGA-CZ-4864-01Z-00-DX1,True,False,False
TCGA-CZ-4866-11A-01-TS1,True,False,False
TCGA-CZ-5452-01A-01-TS1,True,False,False
TCGA-CZ-5455-01A-01-BS1,True,False,False
TCGA-CZ-5456-01A-01-TS1,True,False,False
TCGA-CZ-5457-01Z-00-DX1,True,False,False
TCGA-CZ-5459-11A-01-TS1,True,False,False
TCGA-CZ-5460-01A-01-BS1,True,False,False
TCGA-CZ-5462-01A-01-TS1,True,False,False
TCGA-CZ-5463-01Z-00-DX1,True,False,False
TCGA-CZ-5464-11A-01-TS1,True,False,False
TCGA-CZ-5465-11A-01-TS1,True,False,False
TCGA-CZ-5466-01A-01-BS1,True,False,False
TCGA-CZ-5467-11A-01-TS1,True,False,False
TCGA-CZ-5469-11A-01-TS1,True,False,False
TCGA-CZ-5982-01A-01-BS1,True,False,False
TCGA-CZ-5984-01A-01-TS1,True,False,False
TCGA-CZ-5985-11A-01-TS1,True,False,False
TCGA-CZ-5986-11A-01-TS1,True,False,False
TCGA-CZ-5987-01A-01-BS1,True,False,False
TCGA-CZ-5988-01A-01-TS1,True,False,False
TCGA-CZ-5989-01A-01-TS1,True,False,False
TCGA-G6-A5PC-01Z-00-DX1,True,False,False
TCGA-G6-A8L8-01Z-00-DX1,True,False,False
C3L-00011-26,True,False,False
C3L-00902-26,True,False,False
C3L-00907-23,True,False,False
C3N-00437-25,True,False,False
TCGA-A3-3307-01Z-00-DX1,True,False,False
TCGA-A3-3328-01A-01-TS1,True,False,False
TCGA-A3-3329-01A-01-TS1,True,False,False
TCGA-A3-3336-01Z-00-DX1,True,False,False
TCGA-A3-3358-01Z-00-DX1,True,False,False
TCGA-A3-3359-01Z-00-DX1,True,False,False
TCGA-AK-3425-01A-01-BS1,True,False,False
TCGA-AK-3450-01A-01-BS1,True,False,False
TCGA-AK-3454-01Z-00-DX1,True,False,False
TCGA-AK-3455-01A-01-TS1,True,False,False
TCGA-B0-4712-01A-01-TS1,True,False,False
TCGA-B0-5691-01Z-00-DX1,True,False,False
TCGA-B0-5693-01A-01-TS1,True,False,False
TCGA-B0-5694-11A-01-TS1,True,False,False
TCGA-B0-5698-01A-01-TS1,True,False,False
TCGA-B0-5812-01A-01-BS1,True,False,False
TCGA-BP-4158-11A-01-TS1,True,False,False
TCGA-BP-4160-01A-02-BS2,True,False,False
TCGA-BP-4327-01A-01-TS1,True,False,False
TCGA-BP-4331-11A-01-BS1,True,False,False
TCGA-BP-4342-01A-01-TS1,True,False,False
TCGA-BP-4344-11A-01-BS1,True,False,False
TCGA-BP-4353-11A-01-TS1,True,False,False
TCGA-BP-4762-01A-01-BS1,True,False,False
TCGA-BP-4775-11A-01-TS1,True,False,False
TCGA-BP-4799-01A-01-BS1,True,False,False
TCGA-BP-4965-01A-01-BS1,True,False,False
TCGA-BP-4976-01A-01-BS1,True,False,False
TCGA-BP-4986-01A-01-BS1,True,False,False
TCGA-BP-4988-01A-01-TS1,True,False,False
TCGA-BP-4995-01Z-00-DX1,True,False,False
TCGA-BP-5006-01A-01-TS1,True,False,False
TCGA-BP-5009-01A-01-BS1,True,False,False
TCGA-BP-5178-01Z-00-DX1,True,False,False
TCGA-BP-5189-01A-01-BS1,True,False,False
TCGA-BP-5191-01Z-00-DX1,True,False,False
TCGA-BP-5199-01Z-00-DX1,True,False,False
TCGA-CJ-4636-11A-01-TS1,True,False,False
TCGA-CJ-4891-01A-01-TS1,True,False,False
TCGA-CJ-4894-11A-01-TS1,True,False,False
TCGA-CJ-4904-01A-02-BS2,True,False,False
TCGA-CJ-6027-01A-01-TS1,True,False,False
TCGA-CJ-6030-01A-01-BS1,True,False,False
TCGA-CW-6093-01A-01-BS1,True,False,False
TCGA-CZ-4854-01A-01-BS1,True,False,False
TCGA-CZ-4862-11A-01-BS1,True,False,False
TCGA-CZ-4865-01A-01-BS1,True,False,False
TCGA-DV-5565-01A-01-TS1,True,False,False
TCGA-DV-5566-01A-01-TS1,True,False,False
TCGA-DV-5567-01A-01-TS1,True,False,False
TCGA-DV-5568-01A-01-BS1,True,False,False
TCGA-DV-5573-01Z-00-DX1,True,False,False
TCGA-DV-5574-01A-01-TS1,True,False,False
TCGA-DV-A4W0-01A-01-TSA,True,False,False
TCGA-G6-A8L7-01Z-00-DX1,True,False,False
C3N-01200-26,False,True,False
TCGA-B0-5713-01Z-00-DX1,False,True,False
TCGA-BP-4159-11A-01-BS1,False,True,False
C3N-02439-22,False,True,False
C3L-00416-21,False,True,False
TCGA-BP-5174-01Z-00-DX1,False,True,False
TCGA-CJ-4888-01A-01-BS1,False,True,False
TCGA-AK-3444-01A-02-BS2,False,True,False
C3N-02761-21,False,True,False
C3N-02015-23,False,True,False
C3L-00910-26,False,True,False
C3N-01180-22,False,True,False
C3N-00577-22,False,True,False
C3L-02352-26,False,True,False
C3L-01459-21,False,True,False
TCGA-B0-4845-01A-01-TS1,False,True,False
C3N-02160-24,False,True,False
TCGA-CJ-4899-01Z-00-DX1,False,True,False
TCGA-CJ-4913-01Z-00-DX1,False,True,False
TCGA-DV-A4VX-01A-01-TSA,False,True,False
TCGA-B0-5095-01A-01-TS1,False,True,False
C3L-00088-22,False,True,False
TCGA-A3-3357-01Z-00-DX1,False,True,False
TCGA-EU-5904-01Z-00-DX1,False,True,False
TCGA-A3-3335-01A-01-BS1,False,True,False
TCGA-BP-5198-01Z-00-DX1,False,True,False
TCGA-BP-4963-01A-01-BS1,False,True,False
TCGA-BP-5192-01A-01-BS1,False,True,False
TCGA-B0-4836-01Z-00-DX1,False,True,False
TCGA-A3-3372-01A-02-BS2,False,True,False
TCGA-BP-4174-01Z-00-DX1,False,True,False
TCGA-B0-4714-01A-01-TS1,False,True,False
TCGA-CZ-5454-01A-01-BS1,False,True,False
C3N-00573-22,False,True,False
TCGA-CZ-5451-01A-01-TS1,False,True,False
C3N-02265-25,False,True,False
C3L-02211-22,False,True,False
TCGA-CJ-4893-11A-01-TS1,False,True,False
C3L-02208-21,False,True,False
TCGA-BP-4981-11A-01-TS1,False,True,False
C3L-01958-21,False,True,False
TCGA-CJ-4903-11A-01-TS1,False,True,False
C3L-00360-26,False,True,False
TCGA-B0-4945-01A-01-BS1,False,True,False
TCGA-DV-5575-01A-01-BS1,False,True,False
TCGA-B0-4698-01Z-00-DX1,False,True,False
TCGA-BP-4768-01Z-00-DX1,False,True,False
TCGA-CJ-5686-01Z-00-DX1,False,True,False
TCGA-B8-4153-11A-01-BS1,False,True,False
TCGA-BP-4169-01A-01-BS1,False,True,False
TCGA-B0-4846-01Z-00-DX1,False,True,False
TCGA-BP-4164-11A-01-TS1,False,True,False
TCGA-BP-5181-01A-01-BS1,False,True,False
C3L-01861-26,False,True,False
TCGA-BP-5168-11A-01-TS1,False,True,False
TCGA-BP-4795-01Z-00-DX1,False,True,False
TCGA-B0-5695-01A-01-TS1,False,True,False
TCGA-BP-5201-01A-01-TS1,False,True,False
TCGA-BP-4760-01A-01-BS1,False,True,False
TCGA-CJ-4897-01A-01-BS1,False,False,True
C3N-00852-26,False,False,True
TCGA-BP-4974-01A-01-BS1,False,False,True
TCGA-BP-4968-11A-01-TS1,False,False,True
C3L-00359-21,False,False,True
TCGA-B0-4811-01A-01-BS1,False,False,True
C3L-02364-21,False,False,True
C3N-00177-21,False,False,True
TCGA-CJ-5679-11A-01-TS1,False,False,True
TCGA-BP-4972-01Z-00-DX1,False,False,True
C3L-01107-21,False,False,True
TCGA-B0-5699-01A-01-BS1,False,False,True
TCGA-BP-4332-01A-01-BS1,False,False,True
TCGA-BP-4343-11A-01-TS1,False,False,True
TCGA-BP-4766-01A-01-TS1,False,False,True
TCGA-B0-5075-01Z-00-DX1,False,False,True
TCGA-AK-3445-01Z-00-DX1,False,False,True
TCGA-CJ-4643-01A-01-TS1,False,False,True
TCGA-BP-4338-01A-01-BS1,False,False,True
TCGA-DV-A4VZ-01A-01-TS1,False,False,True
TCGA-BP-4340-01A-01-TS1,False,False,True
TCGA-CJ-5678-11A-01-TS1,False,False,True
C3L-00583-22,False,False,True
TCGA-B0-4827-11A-01-BS1,False,False,True
C3L-00183-26,False,False,True
TCGA-B0-4822-01A-01-TS1,False,False,True
TCGA-CZ-4859-01Z-00-DX1,False,False,True
TCGA-B0-5102-01A-01-TS1,False,False,True
TCGA-B0-5697-11A-01-TS1,False,False,True
TCGA-B0-4824-11A-01-TS1,False,False,True
TCGA-CJ-4868-01A-01-BS1,False,False,True
TCGA-CJ-4639-11A-01-TS1,False,False,True
TCGA-A3-3319-01Z-00-DX1,False,False,True
C3N-03018-22,False,False,True
TCGA-BP-4335-01A-01-TS1,False,False,True
TCGA-CJ-5680-01A-01-TS1,False,False,True
TCGA-CW-5589-01A-01-TS1,False,False,True
TCGA-A3-3352-11A-01-TS1,False,False,True
C3L-00165-26,False,False,True
C3L-00097-26,False,False,True
TCGA-CJ-6031-01Z-00-DX1,False,False,True
TCGA-B8-4143-01A-01-BS1,False,False,True
C3N-00390-26,False,False,True
TCGA-CZ-5458-01A-01-BS1,False,False,True
TCGA-B0-5099-11A-01-TS1,False,False,True
TCGA-B0-5096-11A-01-TS1,False,False,True
C3L-01462-22,False,False,True
TCGA-CJ-4875-11A-01-TS1,False,False,True
TCGA-B0-5092-01A-01-TS1,False,False,True
TCGA-BP-5001-01A-01-BS1,False,False,True
C3L-01302-26,False,False,True
TCGA-CJ-4635-01A-01-BS1,False,False,True
TCGA-DV-5576-01A-01-TS1,False,False,True
TCGA-A3-3343-01Z-00-DX1,False,False,True
TCGA-CJ-5689-01Z-00-DX1,False,False,True
TCGA-BP-4999-01A-01-BS1,False,False,True
TCGA-A3-3325-11A-01-TS1,False,False,True
TCGA-B0-5088-01A-01-TS1,False,False,True
C3L-01885-23,False,False,True
